fd	I9-D46-D26	sweat verb
fdi	I9-D46-D36, I9-D46-Z9-D40	pluck flowers, pull up plants, uproot trees,pull out hair, remove verb, remove verb
fdnw	I9-D46-Z1-Z1-Z1-Z1-W24-G43	fourth 
fdq	I9-D46-N29-V1, I9-D46-N29-Z9, I9-D46-N29-Z9-D40	sever, divide, part , sever, divide, part, waste seed, wear out of sandals verb, slice, portion noun, waste seed verb
fdt	I9-D46-X1-N35A, I9-D46-X1-Z1-Z1-Z1-Z1	four feminine, quartette , sweat noun
fdw	I9-D46-G43-Z1-Z1-Z1-Z1, I9-D46-Z1-Z1-Z1-Z1	four 
fgn	I9-W11-G1-A81, I9-W11-N35-A81	defecate, shit 
fk	I9-V31-A24, I9-V31-D3-G37	be empty, be wasted through oppression , be wasted through oppression 
fkty	I9-V31-X1-Z4-D3	shorn priest 
fn	I9-N35-G37	be weak, faint 
fnD	D19-Z1, I9-N35-D46-D19, I9-N35-I10-Aa27-D19	nose , nose noun
fnDy	D19-Z1-M17-M17-C3, I9-N35-D46-M17-M17-D19	Beaky, long - nosed , long nosed, Beaky 
fnfnw	I9-N35-I9-W24-G43-Y1	recompense ? 
fnT	I9-N35-V13-I14, I9-N35-X1-I14, I9-N35-X1-I9	intestinal worm, become maggoty noun & verb, snake, become maggoty noun & verb, snake, intestinal worm, become maggoty noun & verb
fnx ib	I9-N35-Aa1-U20-F34-Z1	acute ? 
fnxw	I9-Aa1-G43-V12-Z2, I9-N35-Aa1-G43-T15-Z3, I9-N35-Aa1-G43-V12-T14-A1-B1-Z2-N25, I9-N35-Aa1-G43-V12-Z2, I9-N35-Aa1-G43-X4-Z2	a Syrian people , food offerings 
fqA	I9-N29-F22-D40, I9-N29-G1-X4, I9-N29-G1-X4-Y1, I9-N29-G1-Y1-Z2, I9-N29-X4, I9-N29-Y1	a cake , reward, wealth 
fsi	I9-S29-Q7	cook 
ft	I9-X1-G37	disgust noun, show dislike verb
ftft	I9-X1-I9-X1-D54	leap 
ftt	I9-X1-X1-F20B-A2, I9-X1-X1-F39, I9-X1-X1-I10-A2, I9-X1-X1-V1	lint , obliterate inscription 
fttw	I9-X1-X1-G43-K1-Z2	fish plural
fx	I9-Aa1-S28, I9-Aa1-V12-D54, V12-D54	loose, release verb transitive, loose, release, loosen of speech, cast off, get rid, destroy verb transitive, obliterate, leave behind one, fail to do something verb transitive, set out, depart to verb intransitive
fxa	I9-Aa1-D36-D49	grasp 
fxt	I9-Aa1-X1-O30-D3	wig ? 
fy	I9-Z4	his, its suffix pronoun - dual
gAf	W11-G1-I9, W11-G1-I9-E53	monkey 
gAgA	W11-G1-W11-G1-A2	cackle 
gAH	W11-G1-V28-A7, W11-V28-A7	be weary 
gAp	W11-G1-Q3-T30	lance an infection verb
gAti	W11-G1-U33-M17-M3	shrine 
gAw	W11-D19, W11-G1-Aa2-G37, W11-G1-D19, W11-G1-G43-Aa2-G37-Z2, W11-G1-G43-V32-G37, W11-G1-V32-G37	be narrow, constricted verb intransitive, be narrow, constricted, languish, lack, be lacking verb intransitive, deprive of verb transitive, lack 
gAwt	W11-G1-X1-G43-V32-V32-V32, W11-G1-X1-V32-G37, W11-G1-Z7-X1-Aa2-G37-Z2, W11-G43-Aa2-Z2	dues, tribute , lack, want noun
gb	G38-D58-A40, W11-D58-D58-A40, W11-D58-G38, W11-D58-Z9, W11-D58-Z9-G37, W11-Z1-D58	deficiency , deficiency, deprivation , deprivation , Geb the Earth god divinity, goose 
gbA	W11-D58-D41, W11-D58-G29-G1-D41, W11-D58-G29-G1-D41-N23-Z1, W11-G1-D58-D41	arm , side of room 
gbb	V33-D58-D58-N21-Z2	earth 
gbgb	V33-D58-V33-D58, W11-D58-W11-D58-A7-G37, W11-D58-W11-D58-Z9-A24	be lame , fell enemy verb transitive
gbtyw	V33-D58-G4-O49, W11-D58-G4-O49-X1-Z1	Koptos locality
gf	W11-I9-F27	long - tailed monkey 
gfn	W11-I9-N35-D19-A2, W11-N35-I9-D20-A2	rebuff 
ggt	W11-W11-X1-F51	kidney ? 
ggwy	V33-V33-G43-D6, V6-V6-G43-X1-D4-Z2, W11-W11-G43-D6, W11-W11-G43-Z4-D6	stare 
gHs	D56-S29-E28, W11-V28-S29-D56-F27, W11-V28-S29-E28	gazelle 
gif	W11-M17-I9, W11-M17-I9-E32	monkey 
giw	W11-M17-G43-M2-Z2	Cyperus sedge 
gmA	W11-U1-G1-F51	temple of head 
gmgm	G28-G17-G28-G17-Z9, G28-G17-G28-G17-Z9-D40, W11-G17-W11-G17-Z9	smash boxes , smash boxes, tear up books, break of trees , tear up books 
gmH	G28-G17-V28-D4	catch sight of, espy, look at 
gmH wA	G28-G17-V28-D4-V4-G1-N31	far - sighted, perspicaceous 
gmHsw	G28-G17-V28-S29-G158A-A40, W11-G17-V28-M23-G43-G158, W11-N35-V28-S29-G43-G158	hawk 
gmHt	G28-G17-V28-X1-S28, G28-V28-X1-D3, G28-V28-X1-S28	candle , plaited hair 
gmi	G28-G17	find, use one's hand, be able to do something, control land verb
gmi wS	G28-D3, G28-G17-G43-N37-D3	found destroyed 
gmt	W11-G17-X1	black ibis 
gmw	G28-G17-G43-A7, G28-G17-Z7-G37-Z2	mourning , weakness 
gmwt	G28-G17-G43-X1-A7-G37-Z2, G28-G17-Z7-G41-Z2	black ibis plural, weakness 
gn	W11-N35-R88	stand for ritual bowl 
gnbtw	W11-N35-D58-X1-G43-D3-A40-Z3	a foreign people from Pwenet 
gng	W11-N35-W11-M5-A2	falsehood 
gnn	W11-D35-N35-A7, W11-N35-N35-A7	be weak, be soft verb
gnnwt	W11-N35-W24-Z7-X1-A7-G37-Z2	weakness 
gnw	W11-N35-W24-Z7-M3-Z2	branches of trees 
gnwt	T19-W24-X1-V12-Z2, W11-N35-W24-G43-X1-T19-T19-T19-Y1-Y1-Y1, W11-N35-W24-G43-X1-T19-V12-N33A, W11-N35-W24-X1-T19-T19-T19, W11-N35-X1-T19-Y1-Z2	records, annals , records, annals noun
gnwty	T19-T19, T19-X1-Z4-A24-A1	sculptor 
gnwy	W11-N35-W24-Z7-F51-Z2, W11-N35-W24-Z7-M17-M17-F51-Z2	suet 
gnX	W11-N35-F32-N14, W11-N35-F32-N34	mount poles in gold , serve someone 
gnXt	W11-N35-F32-X1-N14	star 
gp n mw	W11-Q3-N35A-N35-N35A	cloudburst 
grg	U17-D36, U17-G37, U17-Y1, W11-D21-U17-A2, W11-D21-U17-G37-Z2, W11-D21-U17-Y1, W11-D21-U17-Z7-A24, W11-N35-W11-M5-A2	be ready, put one's trust in, make preparation verb intransitive, falsehood, lie , found a land, establish a house, people a place verb transitive, furnish waste lands with veg, settle crown on king, provide for, set in order, verb transitive, hunter noun, settle crown on king verb transitive, snare wildfowl, hunt verb
grgt	U17-X1	catch of fish 
grgy	W11-D21-U17-M17-M17-G37-A1	liar 
grH	W11-D21-V28-D41-Y1, W11-D21-V28-N2	complete, finish off, be satisfied with verb, end, cessation noun, night 
grt	M17-W11-D21-X1, W11-D21-X1, W11-D21-X1-A2, W11-X1	either adverb, moreover, now enclitic particle
grw	M17-W11-D21, W11-D21, W11-D21-A2, W11-D21-A2-A1, W11-D21-G43, W11-D21-G43-A2-A1	also, further, any more adverb, the silent man 
gs	Aa13-O34-W23-A24, Aa13-Z1, W11-D21-A2, W11-G1-S29-W22-A24, W11-O34-D36, W11-S29-Aa13	anoint someone with, smear on unguent , be silent, be quiet, be still, cease, desist from verb, side, border of land, half, half - aroura , silence noun
gs Hry	Aa13-Z1-D2-D21-N1	top, upper part 
gs n bHs	Aa13-N35-E3	side of veal 
gs pr	Aa13-O1-Z1, Aa13-O1-Z1-O49	administrative district , administrative district, temple 
gsA	V33-S29-Aa17-G1-O49, V33-V33-S29-Z4-O49, W11-S29-Aa17-G1-A1, W11-S29-Aa17-G1-F51, W11-S29-Aa17-G1-O37, W11-S29-Aa17-G1-V110	Apollonopolis Kus locality, Apollonopolis locality, favour someone with , favourite , tilt, favour someone with 
gsgs	Aa13-O34-Aa13-O34	regulate 
gsi	Aa13-O34-D54	run verb
gst	Aa13-O34-X1-D54, W11-S29-Aa13-X1-D54	speed, run, course 
gsty	Aa13-O34-U33-M3B, Aa13-O34-X1-M3, Aa13-Z1-U33-M17-M3, W11-Aa13-U33-M17	scribe's palette 
gsw	Aa13-O34-Z7-W24-Z2	ointment 
gsy	Aa13-Z1-M17-M17-A1	neighbour 
gtH	W11-X1-V28-A7	be tired 
gw	W11-G43-E1	class of bull 
gwA	W11-V4-G1-D1-D40	pull tight, be choked 
gwA r	W11-V4-G1-D1-D40-D21	beseige a city 
gwAt	W11-V4-G1-X1-D1-M3	chest 
gwAwA	W11-V4-G1-M17-M17-Z5-D1-Z8, W11-V4-O50-Z4A-D1	strangle - hold 
gwf	W11-G43-I9-E32	monkey 
gwg	W11-G43-W11-A2	shout at 
gwS	W11-G43-N37-D4, W11-G43-N37-D54, W11-G43-N37-D55, W11-G43-N37-Z9-D40, W11-G43-N37-Z9-G37	become askew, bent, twisted, turn away, abandon 
gy	W11-M17-M17-X6	an offering - loaf 
h	O4-O1, O4-Z1	courtyard ? 
hA	M16-G1, M16-G1-A2, M16-G1-D1, M16-G1-D1-O1, M16-G1-O1, M16-G1-P1, N76A-A40, N76A-N24, O4-G1, O4-G1-D54, V28-D36-F51, V28-D36-O1, V28-G1, V28-G1-N76A-G7	flesh , go ashore, run aground of ship , Ha ! Ho! interjection, ho ! , ha ! interjection, in attendance , occiput, back of ear, behind, around , outside , palace , the desert - god divinity, the desert god , would that !, O ! non enclitic particle, would that !, O! non - enclitic particle
Ha .i	V28-F51-F51-F51-A1	myself 
hA r tA	O4-G1-D54-D21-N16-Z1-N21	flag, fail, cease 
HAaa	M16-G1-D36-D36-D54	touch of ship on land 
HAab	V28-G1-D36-Z1-D58-A24	a bad quality 
HaAw	V28-D36-D36-A28, V28-D36-D36-G43-A28-Y1, V28-D36-G43-G43-P1-Z2, V28-O29-D36-G1-A17-A1-Z2, V28-O29V-D36-G43-A17-A1, V28-O29V-G1-G37-Z2	children , rejoice , ships 
Haawt	V28-D36-D36-G43-X1-A28	joy 
HAayt	M16-D36-Z4-G37, M16-G1-D36-M17-M17-X1-A24, M16-G1-D36-M17-M17-X1-G37-Z2	strife 
hAb	O4-D58-D54, O4-G1-D58-D54	send someone, something 
hAb n	O4-D58-D54-N35	send to someone 
hAb r	O4-D58-D54-D21	send to a place, send for 
hAbt	O4-G1-D58-X1-U13-A32-D54	dance ? 
hAbyt	O4-G1-D58-M17-M17-X1-U13-D54	treading under foot ? 
HAd	V28-G1-D46-D52, V28-G1-D46-T89, V28-M16-G1-D46-M3	fish trap, trap fish , fish-trap , lust verb
HaDA	V28-D36-U28-G1-A24	plunder verb, robbery noun
HadAwt	V28-D36-U28-G1-G43-X1-G37-A24-Z3	robbery 
HAg	M16-G1-W11-D54, V28-M16-W11-A2	be glad , touch of ship on land 
HAgAg	M16-G1-W11-G1-W11-Y1	rejoice over 
HAHA	M16-G1-M16-G1-D54, M16-G1-O50-Z4-D55, M16-M16-D54	go astray, stumble , stumble 
hAi	M16-G1-A28, M16-G1-M17-O1, O4-D54, O4-G1-D54, V28-A28, V28-D36-A28-A2, V28-D36-A28-Y1, V28-D36-G43, V28-D36-M17-M17-A28-Y1, V28-D36-Y1, V28-G1-A28, V28-G1-A73, V28-G1-D81, V28-G1-G41, V28-G1-M17	accede to office, grasp the meaning of verb intransitive, charge down upon enemy, tackle dangerous animal verb transitive, come down, descend tackle etc........ , come down, go down, descend, fall, befall of age, drip, drop verb intransitive, joyful adjective, mourn verb, mourn, wail, screech of falcon, dance at funeral verb, outer parts ? of house , rejoice verb, screech of falcon verb, wail verb
hAkr	O4-G1-V31-D21-W3, O4-G1-V31-M17-D21-W3, O4-G1-V31-W4, O4-V31-Z8	a religious festival 
HAm	M16-G1-G17-G41-K1-A24, M16-G1-G17-G51-D40	catch fish, fish waters 
HAmw	G28-W10, G51-W10, M16-G1-G17-G43-G52-A24, V28-G1-N35A-W10	fishermen , type of wine 
hAn	O4-G1-N35-D41-A24-A1-Z2	rely on 
HAp	M16-G1-Q3-O1, M16-G1-Q3-S28, V28-M16-G1-Q3-Y1	secret place ? , secret, mysterious adjective, secret, mysterious, to hide 
HAp r Hr	M16-G1-Q3-S28-D21-Z1-D2-Z1	keep silence about 
HApd r	M16-G1-Q3-D46-D21-Z1-A40	open mouthed 
Hapy	D2-Q3, V28-D21-Q3-N37-A40, V28-D36-Q3-D21-N35A-N37-Z2, V28-D36-Q3-N35A, V28-D36-Q3-Z4-N36, V28-D36-Q3-Z4-N36-N35A-A40, V28-Q3-N36	Hapy Nile god divinity, Nile 
HAq	M16-G1-N29-D36, M16-N29-D40-Z2, V28-M16-G1-N29-A24	carry off captives , plunder goods, capture towns, carry off captives , plunder noun
HAqt	M16-N29-X1-D40-Z2	plunder noun
HAqw	M16-G1-N29-Z7-A24-A1, M16-N29-D40-A13-Z3	captives , plunderer 
hArt	O4-G1-D21-X1-F28-Z2	herds of game 
HArw	M16-G1-D21-Z7-D4-G39	decoy-duck, bait in general 
hAt	F4-X1-Z1, M16-G1-X1-O1, M16-G1-X1-X4-Z2, O4-G1-X1-N1, V28-D36-D133-X1, V28-D36-X1-V1, V28-G1-X1-O18	beginning of region, foremost, chief, the best of, , ceiling , food , forehead, forepart of animal, prow of ship, vanguard of army , tomb , wick , wick of lamp 
HAt a	F4-D36	beginning 
HAt Hr	F4-X1-Z1-D2-Z1	forehead 
HAt r	F4-X1-Z1-D21	starting with 
HAt sDH	F4-X1-Z1-S29-I10-V28-D56	shinbone 
HAt sp	M4-X1-O50	regnal year 
HAt xA	F4-X1-M12, F4-X1-Z1-M12	herdsman 
HAti	M16-G1-U33-M17-N4, M16-G1-X1-D4, V28-G1-U33-M17-S28, V28-G1-X1-S28, V28-M16-G1-U33-M17-D5, V28-M16-G1-U33-M17-N4	bleariness of eyes , cloak , cloudiness of sky 
hATs	O4-G1-V13-S29-W23, O4-V13-S29-W14	a type of jar , kind of jar 
HAtt	F4-X1-N33A, F4-X1-X1-V1, F4-X1-X1-W1, F4-X1-Z4-V19	bow-warp of ship , unguent 
HAtt a	F4-X1-D36, F4-X1-X1-D36	local princess, female nomarch, mayoress 
HAty	F4-X1-Z4-F34, M16-X1-F34, V28-G1-X1-Z4-F34	heart , heart, central chest , thought , heart, central chest, thought 
HAty a	F4-D36-A1, F4-D36-Z1	local prince, nomarch, mayor , the finest of 
HAtyw	M16-G1-G4-S28, M16-G1-U33-M17-V6, M16-G4-G43-S28-Z3	fine linen 
hAw	M16-G1-G43-A28-Z2, M16-G1-G43-Y1-Z2, O4-G1-A1-B1-Z2, O4-G1-A9, O4-G1-G43-A1-B1-Z2, O4-G1-G43-A24, O4-G1-G43-Y1-Z2, O4-G1-M17-M17-A1-B1-Z2, O4-G1-N5-Z2, O4-G1-Y1-Z2, O4-G1-Z7-D54-G39-Z2, O4-G43-A1-B1-Z2, O4-Y1-Z2, V28-D36-F51B-Z2, V28-M16-G1-G43-M43A-Z3, V28-M16-G43-Y1-Z2	body , corvee , kindred , kindred, relatives , life-time , mourners , neighbourhood, enviroment , species of wild fowl , time , time, life-time, neighbourhood, environment, belongings, circumstances, affairs , vintage , wealth, increase , wealth, increase, excess, surplus 
HAw Hr	M16-G1-G43-Y1-Z2-D2-Z1	more than 
HAw Hr nfr	M16-G1-G43-Y1-Z2-D2-Z1-F35-I9- D21	surpassing in beauty 
HAw mr	M16-G1-G43-Y1-Z2-N36-Z2-A1-B1-Z2	the lower orders 
HAw n	M16-G1-G43-Y1-Z2-N35	most of 
Haw nb	V28-D36-F51B-V30	all people 
HAw nbw	M16-G43-V30-V30-V30	Aegean Islanders, Isles 
HAw nbwt	M16-G1-G43-Z2-V30-X1-N33A, M16-G43-V30-V30-V30	the Aegean Islanders 
Haw nTr	R8-F51-F51-F51	the King in person 
HAw xt	M16-Aa1-X1-X2-W22, M16-G1-Z7-Y1-Z2-Aa1-X1-Y1-Z2, M16-Y1V-Z2-Aa1-X1-Y1	a special offering 
hAwt	M16-G1-G43-X1-S28, M16-G1-M17-M17-X1-S28-Z3, O4-G1-G43-X1-N4-Z3A, V28-D36-G43-X1-A28-Z3, V28-D36-X1-A28-Z2B	ceilings plural, joy , nakedness 
HAwty	F4-G43-X1-Z4-D54, F4-Z1-X1-G43-X1, F4-Z7-X1-D56-D54, V28-M16-G1-X1-A1	naked man , the foremost 
Haww	V28-D36-G43-P3-Z2, V28-D36-P3-Z2	ships 
HAwy	M16-G1-Z4-G43-S28-A1, M16-G1-Z4-S28-A1	naked man 
HAy	M16-G1-M17-M17-A40, M16-M17-M17, V28-G1-M17-M17-S28	be naked , protector 
hAyt	M16-G1-M17-M17-X1-N35A, M16-G1-M17-M17-X1-S28, M16-M17-M17-X1-G37, N1, O4-G1-M17-M17-X1-O1, O4-M17-M17-X1-N1, O4-X1-N1, O4-X1-O27	bandage noun, flood water , mourning , portal , portal, stable 
HAyw	M16-G1-M17-M17-G43-T30-G1-Z3	carrion - birds 
hb	G39-K1, O4-D58-U13, O4-G1-D58-U13-D54, U13, V28-D58-G39-K1-Z2, V28-D58-W3, V28-D58-W3-A24, V28-D58-W3-D32-D40, V28-D58-W3-D40, V28-D58-W3-Y1, V28-D58-W4, V28-D58-W4-G39-K1-Z2, V28-D58-Y2, V28-N5-W3-D58, V28-W3-D58, V28-W3-D58-G39-Z2-K1-Z2, W3, W4	catch of fish and fowl , celebrate a triumph , festival , humiliate ? , mourn , plough noun, tread 
hb ib	O4-D58-U13-D54-F34-Z1	far-ranging of desire ? 
Hb sd	O23-W4, S29-D46-N21-O23-W4, V28-D58-S29-D46-N21-W3-N5, W4-S29-D46-N21-O23	jubilee 
Hba	V28-D36-D58-D40, V28-D58-D36-T14-T14-Y1	play draughts 
HbAbA	V28-D58-G29-G1-D58-G29-G1-D54	waddle 
Hbbt	V28-D58-D58-N21-N35A, V28-D58-D58-X1-N35A	water 
hbhb	O4-D58-O4-D58-D54, O4-D58-O4-D58-U13-A24, O4-D58-O4-D58-U13-D54	drive out pain , traverse country , traverse county 
hbi	O4-D58-D54, O4-D58-U13-D54, O4-G1-D58-U13-D54	travel to verb, tread a place verb, tread out grain, tread a place, travel to, enter into someone verb
hbnt	O4-D58-N35-X1-W24, U13-N35-X1-W24	a jar , a jar, measure of capacity 
hbny	O4-D58-N35-U13-M3, O4-D58-N35-Z4-M3-Z2, U13-N35-Z4-M3	ebony 
hbq	O4-D58-N29-D36, O4-G1-D58-N29-D36	beat up, triturate 
Hbs	S28-Z2, V28-D58-O34-S28-D40, V28-D58-S29-S28	bear flabellum , clothe, be clothed, don garment, furnish house, hide, cover up , garment, clothes, clothing , garment, clothes, clothing, cloth, covering 
Hbs Hr	V28-D58-S29-S28-D1-Z1, V28-D58-S29-S28-D2-Z1	be inaccessible to pleas cover the face , cover the head 
Hbsw	V28-D58-S29-G43-Aa19, V28-D58-S29-Z7-S28-Z1-Z2	bundle ? , deception ? 
Hbswt	S28-X1-G43, V28-D58-S29-X1-G43	cloth 
Hbsyt	V28-D58-S29-M17-M17-X1-S28	wife 
Hbt	V28-D58-X1-W3-V12, W4-X1-Y1	ritual book 
Hbw	V28-D58-G43-O39, V28-D58-G43-Z26, V28-D58-Z5	target 
Hby	O4-D58-G26, O4-D58-Z4-G26A, V28-D58-M17-M17-W4, V28-D58-W4-M17-M17, W4-M17-M17	be festal, make festival , ibis 
Hbyt	V28-D58-M17-M17-X1-W4, V28-D58-M17-M17-X1-Y24-Z3A, V28-D58-W4-M17-M17-X1-Z2, W3-X1-Z2, W4-M17-M17-X1	festival offerings 
hd	O4-D46-A2, O4-D46-D36, O4-D46-D41-D40, S14, T3, T3-D12, T3-F19-F19, T3-I10-D54, T3-I10-N5, T3-I10-N5-D54, T3-I10-N5-S28, T3-I10-N8, T3-N5, T3-S12-N33A, T3-Z1, T3-Z1-O1, T4-Z1, V28-T3-I10-N8	assault noun, attack noun, attack, punish, dismiss appellant, obstruct someone, prevail over, excavate stone , bregma front of the head , chapel , jaw , mace , set forth at dawn , silver, money , white clothes , white of the eye , white, bright 
HD Apdw	T3-Z1-O1-G39-Z2	bird - chapel 
HD Hr	T3-I10-N5-D2-Z1	cheerful 
HD ib	T3-I10-Z9-F34-Z1	be upset, annoyed verb intransitive
HD tA	T3-I10-N5-N16-N23-Z1	dawn 
Hdb	V28-D46-D58-A15-D40, V28-D46-D58-D54, V28-D46-D58-Z9-D40, V28-I10-D58-A15	overthrow, be prostrate , sit on, seat oneself 
HDDwt	T3-I10-I10-G43-X1-N8-Z3, T6-X1-G43-N8-Z2	brightness 
hdhd	O4-D46-O4-D46-D54	charge of army 
HDi	T3-I10-Z9, T5-Z9-G37, V28-I10-Z9, V28-I10-Z9-G37	be destroyed, perished, be lacking, fail verb intransitive, damage, destruction noun, injure, destroy, disobey, annul, waste, eclipse,degrade verb transitive
hdmw	O4-D46-N35A-M3	footstool 
hdn	O4-D46-N35-M2	a plant 
HDt	S1, S2, T3-X1-S2, T3-X1-S28, T3-X1-Z5-V6-Z3A, T4-X1-S1, T4-X1-S28, T5-X1-N8	the white crown , white linen , white of the eye 
HDt HsAt	T3-I10-X1-N5-V28-O34-G39-G1-X1-E101A-W24-Z2	milk 
HDty	T3-X1-Z4-S33-S33	white sandals 
HDw	T3-G43-M201, T3-I10-Z7-M2-Z2, T3-M2-N33A	onions 
Hf	V28-I9-D54	range hills, of lion 
HfAt	V28-I9-G1-X1-A16A, V28-I9-G1-X1-D54, V28-I9-X1-I14	crawling posture , intestinal worm 
HfAw	V28-I9-F40-G43-I14, V28-I9-G1-G43-I14	snake 
Hfd	V28-I9-D46-A7, V28-I9-D46-D54	climb , sit 
Hfn	I8	100,000 , a great quantity 
Hgg	V28-W11-W11-F51	saliva ? 
HH	C11, O4-O4-Q7, O4-O4-Z4-Q7, V28-V28-A21-A24	blast of fire, of heat of sun, of disease , breaking the force ? of a wave in wreck , Heh god divinity, million, a great number 
HH n	C11-N35	many 
HHy	V28-V28-D54, V28-V28-Z4-D54	seek, search for, be missing , seek, search for, be missing from verb
hi	O4-D52, O4-M17-D52-A1, O4-M17-M17-D52-A1	husband 
HkAw	V28-D28-Y1-Z3-A40	god of Magic 
HkAy	V28-D28-M17-M17-Y1-A40	magician 
Hkn	V28-V31-N35-W24-G43-A2, V28-V31-N35-Y1	acclaim someone , be joyful, acclaim 
Hknw	V28-V31-N35-W24-G43-A2, V28-V31-N35-W24-Z7-N33-Z2, V28-V31-W24-W1, V28-V31-W24-Y1	a sacred oil , praise to king / god , praise to king / god, thanksgiving 
hm	N41-G17, N41-G17-A24, N41-G17-D36, N41-G17-D53, N41-G17-D55, N41-G17-P10, O4-G17-Q7, U36-A1, U36-A40, U36-Z1, U36-Z1-A1, U36-Z1-G7	assuredly, indeed enclitic particle, be burning , coward , Majesty , Majesty of king , retire, retreat , servant , steer 
Hm - nTr mAat	R8-U36-H6	Prophet of Maat 
Hm HA tp .k	N41-G17-D55-M16-G1-D1-V31	turn back ! 
Hm kA	D31, D375-A1, D375-M17-M17-D40-A1, D375-Y1-Z2	soul - service , soul priest 
Hm nTr	R8-U36	prophet 
Hm xt	N41-G17-M3-Aa1-X1-D55, N42-G17-M3-Aa1-X1-D55	retreat 
HmA	V28-G17-G1-Y24, V28-U1-G1-H8	ball 
HmAgt	V28-G17-W11-X1-N33A, V28-G17-W11-X1-Z2, V28-U1-G1-W11-X1-N33-Z2	carnelian , carnelian, garnet 
HmAt	V28-U1-G1-X1-U32-N33-Z2, V28-U2-X1-N33-Z2	salt 
hmhmt	O4-G17-O4-G17-X1-A2, O4-G17-O4-G17-X1-E21-D40-Z2, O4-G17-O4-G17-Z2	war - cry , war - cry, quacking of wild-fowl , war-shout, quacking of wild-fowl 
Hmm	V28-G17-G17-N34-Z1	surgeon's knife ? 
Hms	V28-N41-S29-D52	penis 
Hms Hr	V28-N41-S29-A7-D2-Z1	besiege town 
Hmsi	A7, N41-G17-S29-B3, N41-O34-A7, V28-G17-O34-A7, V28-N41-S29-A285, V28-N41-S29-A7	dwell in , occupy a place verb transitive, sit down , sit, sit down, dwell in, seat someone 
Hmst	N41-O34-X1-A51, N41-S29-X1-A3	seat in sense of Rank, Position , session 
Hmsw	N41-O34-A17-A1-Z2	sloth 
Hmsy	N41-O34-M17-M17-A7-Y1-A1	guest 
Hmsyw	N41-G17-S29-B3-A1-B1-Z2	guests plural
Hmt	N34-Z1-N33A, N42-X1-B1, O4-G17-X1-X4-Z2, U24-X1-Y1, U24-X1-Z1, U36-X1, U36-X1-B1, U36-X1-Z1-B1, U36-X1-Z1-M3	copper, minerals, figuratively for Firmness of Character , fare for conveyance , female servant , Majesty of Queen , skill , skill, craft of sculptor , stand ? for target , woman, wife 
Hmt nsw	M23-N41-X1, M23-N41-X1-B1, M23-X1-N35-N42-X1	queen 
Hmt nTr	R8-N41-X1	god's wife title of queen 
Hmt r	U24-X1-D21, U24-X1-Z1-Y1-Z2-D21-Z1	etcetera, and so forth , magic - spell 
Hmty	N34-X1-Z4-D40, N41-G17-X1-Z4-D53	coppersmith , homosexual 
Hmw	N41-G17-P10, N41-G17-Z7-P10, O4-G17-Z7-X2-W22-Z2, P10, U24-G43-Y1, U36-Z7-A1, V28-N41-G17-G43-M3	be skilled, skilful , emolument , servants , steering oar , steering-oar 
Hmw ib	U24-G43-Y1-F34-Z1	ingenious 
Hmwst	V28-N41-G43-S29-X1-T62	female counterpart of the KA 
Hmwt	U24-G43-X1-A1-Z2, U24-X1-Z1-A1-Z3	craftsmen , craftsmen collective noun
Hmwtyw	U24-G43-G43-G4-D40-A1-Z2	craftsmen 
Hmww	U24-A1, U24-G43, U24-G43-G43-A1, U36-G43-G43, U36-N35A	craftsman, expert, carpenter , fuller washer of cloth ? , fuller washer of cloth? 
Hmwy	U24-Z4A-G43-Y1	work 
Hmy	N41-G17-M17-M17-P10-A1	helmsman 
Hn	O4-N35-O18, O4-N35-Q2, O4-N35-Q5, O4-N35-Q6E, O4-N35-Q6E-M3, O4-N35-Y1, V28-M2-N35-D54, V28-M2-N35-V36, V28-M2-N35-V36-G37, V28-M2-N35-V36-Y1, V28-M2-N35-Y1, V36G	box, chest , charge someone with task, commend someone,occupy oneself , control one's mouth , control oneself , encumber, obstruct , go speedily, an attack , halt, cease , occupy one's hands with business , provide, equip, command, govern, control oneself 
Hna	V28-N35, V28-N35-D36, V28-N35-D36-Z2	together with, and , together with, and, therewith, together with them 
Hnb	V28-N35-D58-Z7-D40	convey land 
Hnbwt	V28-M2-N35-D58-X1-N23-Z2	confines of district 
Hngg	V28-M2-N35-W11-W11-F51	tonsils ?, salivary glands ? 
HnHn	V28-M2-N35-M2-N35-D54, V28-M2-N35-V28-D55, V28-M2-N35-V28-M2-N35-D55, V28-M2-N35-V28-M2-N35-V36-D54-A1	dawdler ?, cripple ? , hinder, detain 
HnHnt	V28-M2-N35-M2-N35-X1-H8	swelling 
Hni	V28-M2-N35-M17-M2, V28-M2-N35-M2	rush noun, rush plant noun
Hnk	D39, D39-W24-W24-W24, D39-Y1, V28-M2-N35-V31-D39, V28-N35-V31-D39	make offering to , offer something to , offerings , to present someone, offer something, make offering, be burdened 
Hnkt	D39-X1-M39, D39-X1-Z2, V28-N35-V31-X1-D39-W24-W24-W24, W22	beer , offerings 
Hnkw	V28-M2-N35-V31-G43-D39, V28-M2-N35-V31-G43-U91, V28-M2-N35-V31-G43-V29, V28-M2-N35-V31-Z7-D39-Z1	diplomatic gifts , scale-pan of a balance , scale-pan of balance 
